Rand_fix	Completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	Region	ESOffice.y	Latitude	Longitude	Datum
0.161462486	NA	81420-2009-F-1139	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Brewer Road Bridge at Markham Ravine Replacement, Placer County"	California Dept. of Transportation District 3	2009	2009	2010	8/13/09	40161	40296	6/11/10	179	6/11/10	No	No	No	Yes	Formal Consultation	Standard	bridge construction / maintenance	bridge construction / maintenance	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4305294	634272	10	"Snake, giant garter (Thamnophis gigas)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	aee3905e2d657fd78afdf6b87354fe4e	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.88636	-121.45082	NAD27
0.163825883	NA	13410-2011-F-0451	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	WFWO MBS CY 2011 Hucklegerry Bridge	Forest Service	2011	2011	2011	4/10/11	40643	40703	4/14/11	4	4/14/11	Yes	No	No	Yes	Formal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5214697	606934	10	"Murrelet, marbled (Brachyramphus marmoratus); Owl, northern spotted (Strix occidentalis caurina); Trout, bull (Salvelinus confluentus)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	b3e933d8b9ff55890dae9935209b77b3	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.07729	-121.5902	NAD27
0.170420505	NA	01EWFW00-2012-F-0096	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Allen Ebling Cedar Salvage PCF	Bureau of Indian Affairs	2012	2012	2012	1/6/12	40914	41007	1/11/12	5	1/11/12	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5258971	422081	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	1	1	0	0	0	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.4797	-124.03291	NAD27
0.171499917	NA	13260-2009-F-0095	1	WA	CENTRAL WASHINGTON FIELD OFFICE	Blackbird Island Engineered Log Jam	Army Corps of Engineers	2009	2009	2009	5/12/09	39945	39975	5/12/09	NA	5/12/09	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	WGS84	47.35	-120.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	fb092a6f03d78d8262a4e807ef60a9a8	fcf6bcaae4a6cc23f084a9abf24b2d14	1	CENTRAL WASHINGTON FIELD OFFICE	47.35015	-120.34882	NAD27
0.171807939	NA	81420-2009-F-0890-R001	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	SAFCA NLIP Phase 3	Army Corps of Engineers	2009	2010	2010	12/3/09	40151	40285	2/3/10	61	2/3/10	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	levees / dikes	levees / dikes	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4282575	619087	10	"Snake, giant garter (Thamnophis gigas); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	d56f30dcc019a7203f97f38ca9f3f7c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.68387	-121.62976	NAD27
0.173637333	NA	08ESMF00-2012-F-0661-R001	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Pleasant Grove at Pleasant Grove Creek Bridge Replacement Project	California Dept. of Transportation District 4	2012	2012	2012	9/24/12	41176	41311	9/27/12	3	9/27/12	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4296855	631659	10	"Snake, giant garter (Thamnophis gigas)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	266a44c93b6a1bc728e941aedcf5cc30	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.81074	-121.48255	NAD27
0.17426713	NA	81420-2011-F-0166	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Phoenix Lake Culvert Replacement Project	Army Corps of Engineers	2011	2010	2012	7/22/10	40456	40591	6/13/12	617	6/13/12	No	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4201164	537418	10	"Frog, California red-legged (Rana draytonii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	6982597af92ad7b1b65525cbd5054fce	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.95739	-122.57297	NAD27
0.175832038	NA	81420-2008-F-1972	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Meyer Cookware Phase II	Army Corps of Engineers	2008	2008	2009	8/28/08	39688	39823	10/6/08	39	10/6/08	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	38.2339	-122.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Goldfields, Contra Costa (Lasthenia conjugens)"	contra costa goldfields (lasthenia conjugens): BO = Non-jeopardy / No Adverse Mod; CH = No Adverse Modification	1	1	0	0	NA	0	0	0	0	dcc27564a9a055898b8bef5fc18b8e3b	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.23399	-122.08192	NAD27
0.18099491	NA	41420-2010-F-0243	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	TE206744 Gunter permit application consultation	Fish and Wildlife Service	2010	2010	2010	5/25/10	40324	40459	5/26/10	NA	5/26/10	Yes	No	No	Yes	Formal Consultation	Standard	recovery permit - research - collection/handling	recovery permit	No ARRA funding	NAD83	27.470394	-81.371047	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mouse, Key Largo cotton (Peromyscus gossypinus allapaticola); Snake, Atlantic salt marsh (Nerodia clarkii taeniata); Skink, bluetail mole (Eumeces egregius lividus); Skink, sand (Neoseps reynoldsi); Snake, eastern indigo (Drymarchon corais couperi); Mouse, southeastern beach (Peromyscus polionotus niveiventris)"	NA	6	0	NA	NA	NA	NA	0	NA	NA	7fdefe27884624fa966175e07e4e3e75	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.47008	-81.37125	NAD27
0.186312892	NA	81420-2010-F-0814	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Upper Yuba Levee Improvement Project	Army Corps of Engineers	2010	2010	2010	6/11/10	40340	40475	8/16/10	66	8/16/10	Yes	No	Yes	Yes	Formal Consultation	Standard	levees / dikes	levees / dikes	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4334256	624024	10	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fairy shrimp, vernal pool (Branchinecta lynchi); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	d56f30dcc019a7203f97f38ca9f3f7c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	39.14878	-121.56366	NAD27
0.187962437	NA	41420-2011-F-0105	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	City of Delray Beach Sand Placement	Army Corps of Engineers	2011	2011	2011	3/3/11	40605	40817	9/30/11	211	9/30/11	Yes	No	No	Yes	Formal Consultation	Standard	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	No ARRA funding	NAD83	26.464	-80.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = Non-jeopardy; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = Non-jeopardy; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = Non-jeopardy; CH = , leatherback sea turtle (dermochelys coriacea): BO = Non-jeopardy; CH = , loggerhead sea turtle (caretta caretta): BO = Non-jeopardy; CH = , piping plover (charadrius melodus): BO = NLAA - Concurrence Provided; CH = , west indian manatee (trichechus manatus): BO = NLAA - Concurrence Provided; CH = )"	7	7	0	2	2	0	0	0	0	1e4ee448c0a31d84381abe62c2cec4cd	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.46365	-80.05724	NAD27
0.209448407	NA	43440-2010-F-0656	4	LA	LOUISIANA ECOLOGICAL SERVICES FIELD OFFICE	"Conclusion of Formal Consult.: BUDM, HNC, Restoration of Wine Island Project"	Army Corps of Engineers	2010	2010	2010	11/3/09	40120	40285	12/17/09	44	12/17/09	Yes	No	No	Yes	Formal Consultation	Standard	dredge / excavation	dredge / excavation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	3220789	732609	15	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta)"	NA	9	0	NA	NA	NA	NA	0	NA	NA	36644a69cda361a736610ea03e8d943a	None	4	LOUISIANA ECOLOGICAL SERVICES FIELD OFFICE	29.09403	-90.60992	NAD27
0.211765891	NA	64413-2010-F-0088	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	COE Deer Creek Stream Crossing - FORMAL	Army Corps of Engineers	2010	2010	2010	1/29/10	40207	40342	6/4/10	126	6/4/10	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	NA	NA	44	22	41.5	-96	31	34.7	NA	NA	NA	"Orchid, western prairie fringed (Platanthera praeclara); Crane, whooping (Grus americana); Shiner, Topeka (Notropis topeka(=tristis)"	"topeka shiner (notropis topeka (=tristis): BO = Non-jeopardy / No Adverse Mod; CH = , western prairie fringed orchid (platanthera praeclara): BO = No Effect - No Concurrence Required; CH = , whooping crane (grus americana): BO = No Effect - No Concurrence Required; CH = )"	3	3	2	0	NA	0	0	0	0	f2981956d851960367790547b7906951	2f30a071ca4d414f8f9a354305243ecd	6	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	44.37823	-96.52598	NAD27
0.219841728	NA	52420-2008-F-0251	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	"SR 3046 Section 301 South Valley Parkway, Luzerne"	Federal Highway Administration	2008	2008	2013	10/31/07	40962	41097	10/12/12	232	10/12/12	No	No	Yes	Yes	Formal Consultation	Standard	transport - road / highway - new construction - federal	transportation	No ARRA funding	WGS84	NA	NA	41	12	9.3	-75	58	40.9	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	cfb4f3f50a50c7eeb747845ec2ca3a42	cfb4f3f50a50c7eeb747845ec2ca3a42	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.2025	-75.97838	NAD27
0.224677589	NA	81420-2009-F-0372	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Feather River Levee Setback	Army Corps of Engineers	2009	2009	2009	1/26/09	39839	39850	2/6/09	11	2/6/09	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	levees / dikes	levees / dikes	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4318850	621483	10	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	d56f30dcc019a7203f97f38ca9f3f7c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	39.01035	-121.59581	NAD27
0.225020375	NA	81440-2008-F-0610	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Final BO for the Cathodic Testing of a Gaseous Nitrogen Pipeline	Department of Defense (DOD) - Air Force	2008	2008	2009	7/31/08	39660	39795	12/10/08	132	12/10/08	Yes	No	No	Yes	Formal Consultation	Standard	military operations / maneuvers	military operations / maneuvers	No ARRA funding	WGS84	34.749261	-120.517325	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Layia, beach (Layia carnosa); Butterfly, El Segundo blue (Euphilotes battoides allyni); Frog, California red-legged (Rana draytonii); Tarplant, Gaviota (Deinandra increscens ssp. villosa)"	NA	4	0	NA	NA	NA	NA	0	NA	NA	cd98627cb9a3d66fe64a857e13d5a265	None	8	VENTURA FISH AND WILDLIFE OFFICE	34.74928	-120.51633	NAD27
0.232871881	NA	42410-2008-F-0260	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	Centennial American Properties	Army Corps of Engineers	2008	2008	2008	1/30/08	39500	39635	5/12/08	80	5/12/08	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	34	54	47.1	-82	25	32.6	NA	NA	NA	"Arrowhead, bunched (Sagittaria fasciculata)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	10d02ea78439b1c6f68eb6cb40bc5c87	16d3c79b0e80dccb09ed2a06494f63ee	4	SOUTH CAROLINA ECOLOGICAL SERVICES	34.91297	-82.42588	NAD27
0.24123649	NA	04ET1000-2015-F-0382	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	S&amp;ME Polestar Development Sevierville Sevier Co	-- OTHER: CONSULTANT --	2015	2015	2015	4/3/15	42097	42232	4/20/15	17	4/20/15	Yes	Yes	Yes	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	35.86571	-83.532534	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis)"	"indiana bat (myotis sodalis): BO = Non-jeopardy; CH = , northern long-eared bat (myotis septentrionalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	1	1	0	0	0	0	20cb793e7b539ea7e3a3dc8e71affa42	dae9dcdbcb355027112b949a41988e47	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.86562	-83.53264	NAD27
0.250677461	NA	81420-2010-F-0475	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"North Shore at Millerton Lake, Madera County, CA"	Army Corps of Engineers	2010	2010	2014	3/11/10	41600	41735	8/27/14	278	8/27/14	No	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	37.01834	-119.70518	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sunburst, Hartwegs golden (Pseudobahia bahiifolia); Salamander, California tiger (Ambystoma californiense); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"california tiger salamander (ambystoma californiense): BO = Not Yet Determined; CH = , hartwegs golden sunburst (pseudobahia bahiifolia): BO = Not Yet Determined; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = Not Yet Determined; CH = )"	3	3	NA	NA	NA	NA	0	NA	NA	e8a352ef85748ddac0afe2b0dba4f898	25371776a0c0ac181f022d11dbad3159	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.01839	-119.7042	NAD27
0.253906206	NA	13410-2010-F-0119	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Clear Creek Properties Bank Stabilization and Riprap Removal	Army Corps of Engineers	2010	2010	2012	12/14/09	41010	41011	7/11/12	91	7/11/12	No	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5342671	605258	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = No Adverse Modification	1	1	0	0	NA	0	0	0	0	bda93b5119439bd8063153168573bcb0	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	48.22869	-121.58143	NAD27
0.259423026	NA	81420-2009-F-1206	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Millerton Road Widening Project in Fresno County	Army Corps of Engineers	2009	2011	2014	3/29/11	41246	41381	10/22/13	323	10/22/13	No	No	Yes	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	38	59	5.8	-119	41	8.5	NA	NA	NA	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fairy shrimp, Conservancy (Branchinecta conservatio); Fairy shrimp, longhorn (Branchinecta longiantenna); Salamander, California tiger (Ambystoma californiense); Fox, San Joaquin kit (Vulpes macrotis mutica); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"california tiger salamander (ambystoma californiense): BO = Non-jeopardy; CH = No Adverse Modification, conservancy fairy shrimp (branchinecta conservatio): BO = No Effect - No Concurrence Required; CH = , longhorn fairy shrimp (branchinecta longiantenna): BO = No Effect - No Concurrence Required; CH = , san joaquin kit fox (vulpes macrotis mutica): BO = NLAA - Concurrence Provided; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = Non-jeopardy; CH = No Adverse Modification, vernal pool tadpole shrimp (lepidurus packardi): BO = Non-jeopardy; CH = )"	6	6	2	1	1	0	0	0	0	602d3795decfe93ea9c2c9578ea90121	25371776a0c0ac181f022d11dbad3159	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.98504	-119.68469	NAD27
0.260206979	NA	81420-2008-F-0156	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Pactrust El Dorado Hills Corporate Center BO, El Dorado County"	Army Corps of Engineers	2008	2008	2008	10/15/07	40077	39505	10/29/07	NA	10/29/07	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	development - commercial	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4277252	668654	10	"Tadpole shrimp, vernal pool (Lepidurus packardi); Frog, California red-legged (Rana draytonii); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"california red-legged frog (rana draytonii): BO = NLAA - Concurrence Provided; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = Non-jeopardy; CH = , vernal pool tadpole shrimp (lepidurus packardi): BO = Non-jeopardy; CH = )"	3	3	0	1	1	0	0	0	0	79a2887341a50927560f32053bcbbe23	43e04e1aac0353675466540a2cb8c2d5	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.62787	-121.06145	NAD27
0.26689198	NA	81420-2009-F-0752-R002	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"3rd Reinitiation of Goshen to Kingsburg 6-Lane Project, SR 99, Fresno&amp;Tulare Cos., CA"	California Dept. of Transportation District 6	2009	2012	2013	2/22/12	41008	41143	2/4/13	301	2/4/13	No	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4036222	277319	11	"Fox, San Joaquin kit (Vulpes macrotis mutica)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	36.44546	-119.48359	NAD27
0.269628266	NA	41420-2008-F-0872	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Palm Beach Harbor Maintenance Dredging and Beach Placement	Army Corps of Engineers	2008	2009	2009	10/27/08	38603	39828	11/4/08	1153	11/4/08	Yes	No	No	Yes	Formal Consultation	Standard	transport - shipping - inland waterway / navigation	transportation	No ARRA funding	NAD83	26.768862	-80.036309	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = Non-jeopardy; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = Non-jeopardy; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = Non-jeopardy; CH = , leatherback sea turtle (dermochelys coriacea): BO = Non-jeopardy; CH = , loggerhead sea turtle (caretta caretta): BO = Non-jeopardy; CH = , west indian manatee (trichechus manatus): BO = NLAA - Concurrence Provided; CH = )"	6	6	0	1	1	0	0	0	0	1e4ee448c0a31d84381abe62c2cec4cd	1e4ee448c0a31d84381abe62c2cec4cd	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.76852	-80.03655	NAD27
0.276564918	NA	13410-2011-F-0213	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Wolf Tail Logging Unit	Bureau of Indian Affairs	2011	2011	2011	4/25/11	40658	40688	4/28/11	3	4/28/11	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5259069	405494	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.47839	-124.25303	NAD27
0.291775563	NA	61130-2010-F-0164	6	MT	MONTANA ECOLOGICAL SERVICES FIELD OFFICE	Daly Ditches Irrigation District Hedge Diversion Dam Replacement Project	Army Corps of Engineers	2010	2010	2010	11/13/09	40130	40265	11/30/09	17	11/30/09	Yes	No	No	Yes	Formal Consultation	Standard	agriculture - irrigation - intake - maintenance / modification / replacement / upgrade	agriculture	ARRA Service funds	WGS84	46.117261	-114.170519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	f833282b5249f5b2b7b04e83982d97e0	bab29dc242dc990b3ebfa41a35548616	6	MONTANA ECOLOGICAL SERVICES FIELD OFFICE	46.11734	-114.1696	NAD27
0.294548997	NA	84320-2008-F-0434-R001	8	NV	NEVADA FISH AND WILDLIFE OFFICE	LTBMU- Upper Truckee River LCT Restoration Project	Forest Service	2008	2010	2011	9/9/10	40430	40565	10/22/10	43	10/22/10	Yes	No	No	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4295478	758200	10	"Trout, Lahontan cutthroat (Oncorhynchus clarkii henshawi)"	lahontan cutthroat trout (oncorhynchus clarkii henshawi): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	542c9747d25e337d010dad126c96440b	None	8	NEVADA FISH AND WILDLIFE OFFICE	38.77035	-120.02705	NAD27
0.307643019	NA	08ESMF00-2015-F-0048	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	James Property Pond Improvement Project	Army Corps of Engineers	2015	2015	2015	11/25/14	42079	42214	4/23/15	38	4/23/15	Yes	Yes	Yes	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4229336	525555	10	"Frog, California red-legged (Rana draytonii)"	california red-legged frog (rana draytonii): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	4d220ed0aa31a165f28fb163ea11eeec	879a1dc25b5896354d881de02a45d2ff	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.21171	-122.70699	NAD27
0.310672866	NA	14420-2010-F-0185	1	ID	IDAHO FISH AND WILDLIFE OFFICE	Curtis and Mormon Creeks Fish Passage Restoration Project	Department of Agriculture	2010	2010	2010	2/2/10	40211	40346	3/31/10	57	3/31/10	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	44.5205	-115.6726	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Lynx, Canada (Lynx canadensis); Squirrel, northern Idaho ground (Spermophilus brunneus brunneus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = Not Yet Determined, canada lynx (lynx canadensis): BO = NLAA - Concurrence Provided; CH = , northern idaho ground squirrel (spermophilus brunneus brunneus): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	2	2	0	0	0	0	c230f4155d9d3b4e39fd8af48f91f735	40c5bf9dbbbb00ed9075c22874cfc7e9	1	IDAHO FISH AND WILDLIFE OFFICE	44.5206	-115.67165	NAD27
0.319881624	NA	14420-2010-F-0373	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - North Basin Grazing Allotment	Forest Service	2010	2010	2010	5/5/10	40303	40438	7/27/10	83	7/27/10	Yes	No	No	Yes	Formal Consultation	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	No ARRA funding	NAD27	44.895206	-113.854093	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	ce6a85e4ac0bc9e74077e73ec43cd0e0	ce6a85e4ac0bc9e74077e73ec43cd0e0	1	IDAHO FISH AND WILDLIFE OFFICE	44.895206	-113.854093	NAD27
0.325730894	NA	21450-2009-F-0045	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	"SH 71 Travis County, Texas"	Federal Highway Administration	2009	2009	2009	12/18/08	39800	39935	2/24/09	68	2/24/09	Yes	No	No	Yes	Formal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD83	30.298006	-97.927094	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Warbler (=wood), golden-cheeked (Dendroica chrysoparia); Salamander, Barton Springs (Eurycea sosorum); Vireo, black-capped (Vireo atricapilla)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	3e820e85b58647fc827b5c74cb28a840	None	2	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	30.2978	-97.92681	NAD27
