activity_code	action_found	lat_dec_deg.x	long_dec_deg.x	hab_chg	area	act_start	act_end	completed	earliest_date	relevant_dates	comments	region	state	ESOffice.x	title	lead_agency	FY	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	consult_complex	work_type	work_category	UTM_zone	with_coord	N_consultations	JM_expect	TK_expect	reconcile	N_formal	formal_in	observed
81420-2009-F-0854	0.0	35.39941	-119.52453	NA	NA	NA	NA	NA	1994-05-01	06-2009; 10-2009; 04-2011; 08-2012… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	SR 58 Buttonwillow West Project, between Buttonwillow and McKittrick, Kern Co., CA	California Dept. of Transportation District 6	2009	2009-06-03	40045	40180	2009-09-29	40	Programmatic Project-Level	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	No
08ESMF00-2015-F-0051	0.0	38.557365	-121.522788	NA	NA	NA	NA	NA	1993-06-01	07-2014; 02-2015; 04-2015; 07-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Village Parkway Extension Project, Yolo County	California Dept. of Transportation District 3	2015	2014-11-07	41950	42085	2014-12-15	38	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
01EWFW00-2012-F-0172	0.0	47.25485	-124.13365	NA	NA	NA	NA	NA	1994-07-01	11-2011; 05-2013	After picture is cloudy	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Moclips Split Logging Unit PCF	Bureau of Indian Affairs	2012	2012-03-30	40998	41068	2012-04-02	3	Programmatic Project-Level	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	No
14420-2010-F-0379	0.0	44.50712	-114.459938	NA	NA	NA	NA	NA	1999-07-01	08-2009; 12-2011; 10-2013; 10-2014	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - Challis Grazing Allotment	Forest Service	2010	2010-06-21	40350	40485	2010-10-12	113	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	NA	TRUE	114	0.0	0.0	0.0	38	formal	No
81420-2008-F-0023	0.0	38.28508	-121.96809	NA	NA	NA	NA	NA	1993-06-01	02-2008; 01-2009; 06-2009… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Goldridge/Montoya Property	Army Corps of Engineers	2008	2007-10-02	39357	39491	2008-03-12	162	Standard	development - residential	development	10	TRUE	3713	1.0	1.0	1.0	101	formal	No
01EWFW00-2013-F-0209	1.0	47.77813	-120.828628	NA	NA	NA	NA	NA	1998-08-01	11-2011; 07-2013; 06-2014	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	CWFO First Bend Nason Creek Lower White Pine Reach Habitat Restoration Project	Army Corps of Engineers	2013	2013-03-19	41352	41487	2013-03-19	NA	Programmatic Project-Level	stream restoration / enhancement	stream restoration / enhancement	NA	TRUE	457	0.5	0.5	0.5	89	formal	Yes
33410-2008-F-0184	1.0	37.490278000000004	-92.294167	1.0	1.3	2011-08-01T00:00:00Z	2013-07-01T00:00:00Z	1.0	1998-08-01	08-2006; 09-2009; 08-2011; 11-2011; 07-2013; 	May have started in 2009 picture, but too low res to tell. Think it ended by 06-2014 pic? Area looks that way till latest picture available. Screenshots	3	MO	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	FY 08 Lynchburg Project	Forest Service	2008	2007-11-01	39387	39522	2007-12-12	41	Programmatic Project-Level	forestry - harvest	forestry	NA	TRUE	149	1.0	1.0	1.0	35	formal	Yes
12200-2011-F-0344	1.0	15.2732	145.820254	3.0	1.3	2012-06-01T00:00:00Z	NA	0.0	2005-03-01	05-2009; 06-2012… 05-2015	Or is it the other area under the pin (2.78 ha)? Screenshots	1	HI	PACIFIC ISLANDS FISH AND WILDLIFE OFFICE	Formal Consultation for the Use of Sumb Credits for the Marpi Stockpile Project, CNMI	-- OTHER NON-FEDERAL AGENCY --	2011	2011-06-06	40792	40822	2011-10-06	30	Standard	dredge / excavation	dredge / excavation	NA	TRUE	449	0.5	0.0	0.5	48	formal	Yes
81420-2009-F-0567	0.0	38.2345	-121.9778	NA	NA	NA	NA	NA	1993-06-01	01-2009;... 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Caltrans Second Amendment to Solano 12 Roadway and Safety Improvements Project	Federal Highway Administration	2009	2009-03-25	39897	40032	2009-03-30	5	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
08ESMF00-2013-F-0461	0.0	37.687914	-121.707588	NA	NA	NA	NA	NA	1993-06-01	06-2013; 04-2014; 06-2014	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	LLNL Infill and Redevelopment, Livermore,CA	National Nuclear Security Administration	2013	2013-04-05	41369	41504	2013-08-01	118	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	formal	No
81420-2010-F-0789	1.0	40.61398	-122.33103	3.0	2.94	2010-09-01T00:00:00Z	NA	0.0	1993-06-01	09-2010; 07-2011; 08-2012; 08-2013; 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Simpson University Sports Complex, Shasta County	Army Corps of Engineers	2010	2010-06-18	40392	40527	2010-10-06	65	Standard	development	development	10	TRUE	1019	0.5	1.0	1.0	32	formal	Yes
65411-2009-F-0187	0.5	37.69812	-113.08419	5.0	1.58	2013-06-01T00:00:00Z	2013-06-01T00:00:00Z	0.5	1993-06-01	08-2009; 10-2011; 06-2013; 07-2015	NA	6	UT	UTAH ECOLOGICAL SERVICES FIELD OFFICE	BA for the Kitty Hawk Administrative site Master Development Plan Project	Forest Service	2009	2009-07-17	40120	40255	2010-03-08	125	Standard	development - government / military	development	12	TRUE	302	1.0	1.0	1.0	50	formal	Maybe
08ESMF00-2013-FE-0295	0.5	38.512825	-123.232851	3.0	0.02	2013-04-01T00:00:00Z	2015-03-01T00:00:00Z	1.0	1993-07-01	04-2013; 03-2015	Not entirely sure what a slip out is…The area here is the construction nearest the pin. Screenshots	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 1 Fort Ross Slip Out	California Dept. of Transportation District 4	2013	2013-07-10	41556	41557	2014-02-05	119	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	Maybe
08EVEN00-2013-F-0012	0.0	34.7295	-120.5049	NA	NA	NA	NA	NA	1994-09-01	41061	No after pictures	8	CA	VENTURA FISH AND WILDLIFE OFFICE	VAFB Pre-Notification 1800 Series Bldg Demolition	Department of Defense (DOD) - Air Force	2013	2012-10-10	41192	41222	2012-10-24	14	Standard	development - government / military	development	NA	TRUE	302	1.0	1.0	1.0	50	formal	No
13260-2008-F-0113	1.0	47.773219	-120.122993	3.0	NA	2011-08-01T00:00:00Z	2011-08-01T00:00:00Z	1.0	1990-07-01	08-2006; 09-2009; 08-2011	Didn't put area b/c several small piers. Screenshots	1	WA	CENTRAL WASHINGTON FIELD OFFICE	Brad Bastain OWS      RGP-5	Army Corps of Engineers	2008	2008-07-28	39657	39671	2008-07-29	1	Programmatic Project-Level	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	formal	Yes
81420-2008-F-1484	0.0	38.59083	-121.47064	NA	NA	NA	NA	NA	1993-06-01	02-2008… 07-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	13 erosion repair 2008 and 2009	Army Corps of Engineers	2008	2008-05-09	39577	39712	2008-06-24	46	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	10	TRUE	516	0.5	0.5	0.5	61	formal	No
81420-2008-F-1092	0.0	38.84827	-121.39119	NA	NA	NA	NA	NA	1993-05-01	07-2014; 02-2015; 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Creekview Specific Plan, Placer County	Army Corps of Engineers	2008	2011-03-08	41942	42077	2014-09-22	NA	Standard	development - residential	development	10	TRUE	3713	1.0	1.0	1.0	101	formal	No
81420-2011-F-0806	0.0	37.914556	-121.888417	NA	NA	NA	NA	NA	1939-12-01	01-2012; … 06-2014	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Marsh Creek Road Safety Improvements Project	California Dept. of Transportation District 4	2011	2011-08-31	40926	41061	2012-02-08	21	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
41910-2010-F-0077	1.0	28.738	-81.615	3.0	8.63	2010-05-01T00:00:00Z	NA	0.0	1990-01-01	12-2008; … 02-2015	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Avion Point West - Orange	Army Corps of Engineers	2010	2009-11-12	40129	40264	2010-01-19	68	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	formal	Yes
81420-2011-F-0826	1.0	37.920824	-121.565	5.0	0.01	2011-10-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1939-12-01	08-2011; 10-2011	Screenshots	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Balfour Road Culvert Repair	Army Corps of Engineers	2011	2011-09-12	40798	40933	2011-09-23	11	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	formal	Yes
01EIFW00-2014-F-0397	0.0	42.99633	-116.097286	NA	NA	NA	NA	NA	1998-07-01	06-2014; 04-2015	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	Grandview Bridge Repair Project	Federal Highway Administration	2014	2014-04-23	41891	42026	2015-01-05	118	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	No
81420-2011-F-0593	0.0	37.63053	-121.57732	NA	NA	NA	NA	NA	1993-06-01	06-2011; 10-2011; 02-2012… 08-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Mitchell Ravine Project, Carnegie State Vehicle Recreation Area	Army Corps of Engineers	2011	2011-05-18	40749	40884	2011-09-30	67	Standard	stream restoration / enhancement	stream restoration / enhancement	10	TRUE	457	0.5	0.5	0.5	89	formal	No
81420-2009-F-0343	1.0	38.41465	-122.75637	3.0	1.07	2011-07-01T00:00:00Z	2011-11-01T00:00:00Z	1.0	1993-06-01	12-2009; 09-2010; 07-2011… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Airfield Neighborhood Park Site	Environmental Protection Agency	2009	2009-01-05	39818	39953	2010-06-08	519	Standard	development - residential	development	10	TRUE	3713	1.0	1.0	1.0	101	formal	Yes
42420-2011-F-0369	1.0	35.589552	-78.188314	5.0	0.2	2014-11-01T00:00:00Z	NA	0.0	1993-03-01	10-2012;11-2014	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	NCDOT - Division 4 - Bridge No. 500236	Army Corps of Engineers	2011	2011-11-28	41648	41783	2014-01-22	13	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	Yes
13410-2010-F-0316	1.0	47.33336	-124.15988	3.0	37.97	2011-03-01T00:00:00Z	2011-11-01T00:00:00Z	1.0	1994-07-01	09-2009; 03-2011; 09-2011; 11-2011; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Clark Two Goodwin Timber Sale	Bureau of Indian Affairs	2010	2010-05-11	40309	40444	2010-06-10	30	Programmatic Project-Level	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Yes
08ESMF00-2013-F-0582	0.5	39.112467	-121.395926	4.0	1.2	2013-05-01T00:00:00Z	2015-04-01T00:00:00Z	1.0	1993-05-01	05-2013; 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Beale AFB Lodging Facility, Yuba County	Department of Defense (DOD) - Air Force	2013	2013-08-08	41494	41629	2013-12-05	119	Standard	development - government / military	development	NA	TRUE	302	1.0	1.0	1.0	50	formal	Maybe
13410-2008-F-0242	1.0	47.48221	-124.05758	3.0	300.0	2009-07-01T00:00:00Z	2009-07-01T00:00:00Z	1.0	1990-06-01	08-2006; 03-2009; 07-2009… 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Gerald King Cedar Salvage Sale	Bureau of Indian Affairs	2008	2008-04-07	39545	39680	2008-04-30	23	Standard	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Yes
81420-2008-F-1958	0.0	38.74637	-121.2762	NA	NA	NA	NA	NA	1993-05-01	04-2011… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	City of Roseville Open Space Preserves Mangement Plan and Monitoring Reports, Placer County	Army Corps of Engineers	2008	2008-09-23	40487	40622	2011-05-03	179	Standard	land - management plans	land	10	TRUE	137	0.0	0.0	0.0	18	formal	No
41420-2008-F-0224	0.0	27.625	-81.324	NA	NA	NA	NA	NA	1995-04-01	03-2008; 12-2010	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Lightning Season Prescribed Fire Avon Park Air Force Range	Department of Defense (DOD) - Air Force	2008	2008-03-07	39514	39649	2008-04-02	26	Standard	fire - prescribed burn	fire	NA	TRUE	257	1.0	1.0	1.0	18	formal	No
81430-2011-F-0310	0.0	32.99346	-115.06451	NA	NA	NA	NA	NA	1996-06-01	06-2012; 05-2014; 03-2015	NA	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[IMP] Draft ISDRA RMP - Biological Opinion	Bureau of Land Management	2011	2011-03-04	40606	40741	2012-11-02	609	Programmatic Project-Level	land - management plans	land	11	TRUE	137	0.0	0.0	0.0	18	formal	No
84320-2008-F-0002	0.0	36.30003	-115.14083	NA	NA	NA	NA	NA	2002-12-01	11-2006; 02-2008; 04-2010… 03-2015	NA	8	NV	NEVADA FISH AND WILDLIFE OFFICE	City of North Las Vegas 2,674 Acre Sites in the City of North Las Vegas (SPK-2007-1746-SG)	Army Corps of Engineers	2008	2007-10-01	39356	39491	2007-11-08	38	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	formal	No
84320-2010-F-0040	0.5	36.954088	-116.050106	3.0	1.95	2009-10-01T00:00:00Z	2011-04-01T00:00:00Z	1.0	1998-08-01	10-2009; 03-2011; 04-2011; 07-2011	NA	8	NV	NEVADA FISH AND WILDLIFE OFFICE	DOE - Port Gaston Blast Pad Clearing (2nd pad)	National Nuclear Security Administration	2010	2009-10-21	40107	40152	2009-11-25	35	Programmatic Project-Level	development - government / military	development	11	TRUE	302	1.0	1.0	1.0	50	formal	Maybe
81440-2011-F-0203	0.0	36.4669	-121.8365	NA	NA	NA	NA	NA	1994-05-01	12-2011; 05-2012; 08-2013; 04-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Garrett Driveway and Pond Restoration	Army Corps of Engineers	2011	2011-07-29	40753	40888	2012-05-10	286	Standard	bridge - new construction - federal	bridge	NA	TRUE	89	1.0	1.0	1.0	14	formal	No
14420-2010-F-0397	0.0	44.035558	-113.426606	NA	NA	NA	NA	NA	1992-08-01	08-2009; 12-2011; 08-2014	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - Pass Creek Grazing allotment	Forest Service	2010	2010-07-13	40378	40513	2010-09-09	52	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	NA	TRUE	114	0.0	0.0	0.0	38	formal	No
81440-2011-F-0465	0.0	35.181667	-120.494532	NA	NA	NA	NA	NA	1994-05-01	06-2009… 04-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Francis Low-Effect Habitat Conservation Plan	Fish and Wildlife Service	2011	2011-08-15	40771	40906	2011-09-22	37	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	formal	No
81420-2008-F-1995	1.0	36.98339	-121.46465	5.0	0.04	2010-11-01T00:00:00Z	2010-11-01T00:00:00Z	1.0	1998-08-01	02-2010; 03-2010; 07-2010; 09-2010; 11-2010	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 152 Lovers Lane	California Dept. of Transportation District 4	2008	2008-02-25	39874	NA	2010-03-03	366	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
81420-2009-F-0490	0.0	37.99143	-122.20378	NA	NA	NA	NA	NA	1939-12-01	06-2009; 08-2009; 09-2009… 09-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Creek Restoration Work, Fernandez Ranch, Rodeo Creek	Army Corps of Engineers	2009	2009-02-19	39926	40061	2009-07-15	83	Standard	stream restoration / enhancement	stream restoration / enhancement	10	TRUE	457	0.5	0.5	0.5	89	formal	No
52420-2009-F-0550	0.0	41.472139	-79.500527	NA	NA	NA	NA	NA	1993-04-01	04-2012; 04-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Hunters Station Bridge (SR 62, Section B01) Replacement over the Allegheny River	Federal Highway Administration	2009	2008-06-25	40856	41547	2013-11-19	741	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	No
04EF2000-2014-F-0027-R001	0.0	26.73105	-80.03497	NA	NA	NA	NA	NA	1995-01-01	41640	No after pictures	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Midtown Reaches 3 &amp; 4 Sand Placement	Army Corps of Engineers	2014	2014-03-26	NA	41859	2014-12-10	NA	Standard	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	NA	TRUE	179	0.5	0.5	0.5	89	formal	No
13410-2008-F-0451-R002	0.0	47.39985	-123.79553	NA	NA	NA	NA	NA	1994-09-01	07-2012; 07-2013; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	West Fork Humptulips Thin Wildlife Enhancement Project	Forest Service	2008	2012-10-25	41207	41342	2012-12-31	67	Standard	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	No
81430-2010-F-0421-R002	1.0	33.312108	-117.332558	5.0	3.5	2012-10-01T00:00:00Z	2012-10-01T00:00:00Z	1.0	1994-05-01	09-2010; 10-2012	Screenshots	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[MCBCP] Section 7 Cons for the Advanced Water Treatment and Utility Corridor Project P-113	Department of Defense (DOD) - Marine Corps	2010	2011-10-27	NA	40978	2011-12-19	NA	Standard	military operations / maneuvers	military operations / maneuvers	NA	TRUE	130	0.0	NA	0.0	37	formal	Yes
81410-2010-F-0026	1.0	38.031209	-121.670862	3.0	NA	2011-03-01T00:00:00Z	2011-03-01T00:00:00Z	1.0	1939-12-01	09-2010; 03-2011	NA	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	Carder Floating Boat Dock Project	Army Corps of Engineers	2010	2010-08-18	40408	40543	2010-10-08	51	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	formal	Yes
08ESMF00-2014-F-0235	0.0	38.35787	-121.34258	NA	NA	NA	NA	NA	1993-05-01	04-2014; 07-2014; 02-2015; 04-2015; 07-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 99 Seismic Widening Bridge Rail Upgrade	California Dept. of Transportation District 3	2014	2014-02-07	41803	41938	2014-07-25	42	Standard	bridge construction / maintenance	bridge construction / maintenance	NA	TRUE	283	0.5	0.5	0.5	73	formal	No
13410-2010-F-0204	0.0	47.89843	-121.40618	NA	NA	NA	NA	NA	1989-09-01	09-2009; 11-2011; 07-2013; 07-2014; 06-2015	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Index Galena Road MP 10.9 Road Repair	Federal Highway Administration	2010	2010-02-24	40316	40451	2010-09-30	135	Standard	stream restoration / enhancement	stream restoration / enhancement	10	TRUE	457	0.5	0.5	0.5	89	formal	No
08ESMF00-2013-F-0177	0.0	37.42753	-121.97887	NA	NA	NA	NA	NA	1993-06-01	06-2013; 02-2014… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Alviso Slough Dredging Project, Alviso, Santa Clara County	Army Corps of Engineers	2013	2012-12-26	41442	41577	2013-12-16	182	Standard	dredge / excavation	dredge / excavation	NA	TRUE	449	0.5	0.0	0.5	48	formal	No
81420-2010-F-0604	1.0	37.99749	-122.04402	1.0	0.05	2010-10-01T00:00:00Z	2010-10-01T00:00:00Z	1.0	1939-12-01	06-2010; 09-2010; 10-2010	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Bank Stabilization near Hilcrest Community Park, Concord	Army Corps of Engineers	2010	2010-04-09	40407	40542	2010-08-25	8	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	NA	TRUE	516	0.5	0.5	0.5	61	formal	Yes
08ESMF00-2013-F-0171	0.0	37.89108	-121.51094	NA	NA	NA	NA	NA	1993-06-01	08-2012; 06-2013; 04-2014… 08-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	SR 4 Rock Slope Protection Installation Project, San Joaquin Co., CA	California Dept. of Transportation District 10	2013	2012-12-27	41297	41432	2013-06-04	132	Programmatic Project-Level	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	No
81420-2008-F-1714-R002	1.0	39.73782	-121.81973	5.0	1.5	2010-07-01T00:00:00Z	2010-07-01T00:00:00Z	1.0	1998-08-01	05-2008; 06-2009; 10-2009; 07-2010… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 99 Auxiliary Lane Project, Butte County	California Dept. of Transportation District 3	2008	2008-11-19	39820	39955	2009-02-26	50	Standard	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
21450-2010-F-0326	0.0	31.45907	-100.4322	NA	NA	NA	NA	NA	1996-02-01	02-2010; 11-2011; 03-2013; 03-2015	NA	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Bank Stabilization North Concho River downstream of O.C. Fisher Reservoir	Army Corps of Engineers	2010	2010-08-16	40421	40556	2010-10-13	43	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	NA	TRUE	516	0.5	0.5	0.5	61	formal	No
81420-2009-F-0857	0.0	38.21295	-122.14184	NA	NA	NA	NA	NA	1993-06-01	09-2011; 01-2012… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Interstate 80/Interstate 680/State Route 12 Interchange Project	California Dept. of Transportation District 4	2009	2011-04-21	40774	40909	2011-11-04	77	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
81440-2010-F-0113	0.0	34.17138	-118.68917	NA	NA	NA	NA	NA	1989-07-01	06-2009; 04-2011; 08-2012… 05-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	East Las Virgenes Creek (Ahmanson Ranch) Road &amp; Trail Repairs	Federal Emergency Management Agency	2010	2009-12-14	40161	40631	2011-03-23	464	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
51411-2008-F-0651	0.0	37.91043	-75.35564	NA	NA	NA	NA	NA	1994-03-01	04-2007; 10-2008; 11-2009… 03-2013	NA	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Intraservice Biological Opinion - Chincoteague National Wildlife Refuge	Fish and Wildlife Service	2008	2007-01-23	39105	39240	2008-09-10	596	Standard	land - management plans	land	NA	TRUE	137	0.0	0.0	0.0	18	formal	No
41910-2010-F-0024	1.0	28.46985	-80.764478	5.0	6.08	2010-12-01T00:00:00Z	2014-02-01T00:00:00Z	0.5	1994-03-01	01-2009; 12-2010; 01-2012; 03-2013; 02-2014	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Cape Canaveral Energy Center - Brevard	-- OTHER: CONSULTANT --	2010	2009-10-22	40108	40243	2009-11-30	39	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	formal	Yes
13410-2010-F-0494	1.0	47.44775	-123.96323	3.0	49.24	2011-11-01T00:00:00Z	2011-11-01T00:00:00Z	1.0	1990-06-01	09-2009; 11-2011	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Lone Fork Logging Unit Timber Sale	Bureau of Indian Affairs	2010	2010-08-03	40393	40528	2010-08-24	21	Programmatic Project-Level	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Yes
81420-2008-F-0263	1.0	34.98633	-118.94452	5.0	0.9	2009-06-01T00:00:00Z	2011-04-01T00:00:00Z	1.0	1994-05-01	08-2006; 04-2008; 06-2009; 10-2009; 04-2011	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Amendment to 1-1-98-F-0190	California Dept. of Transportation District 6	2008	2007-11-06	39392	39527	2008-01-30	85	Standard	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
14420-2008-FE-0422	0.0	45.812	-115.9345	NA	NA	NA	NA	NA	1998-07-01	09-2004; 08-2009; 12-2011; 07-2013	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	Mill Creek Flash Flood and Debris Slides	Forest Service	2008	2008-05-30	39755	39815	2008-12-15	42	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	formal	No
81420-2010-F-0306-R002	0.0	37.21677	-120.85147	NA	NA	NA	NA	NA	1998-09-01	06-2011… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	2nd Reinitiation of Wolfsen Road Rehabilitation Project on SR 165, Merced Co., CA	California Dept. of Transportation District 6	2010	2011-04-11	40652	40787	2011-07-19	91	Standard	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	No
03E15000-2015-F-0099	0.0	39.5412	-81.74195	NA	NA	NA	NA	NA	1994-04-01	10-2013; 10-2015	NA	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - MRG-266-7.70 (PID 89418) Morgan County	Federal Highway Administration	2015	2014-10-27	41939	42074	2015-01-28	93	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	formal	No
81420-2008-F-1666	0.0	38.52023	-121.96684	NA	NA	NA	NA	NA	1993-06-01	09-2009; 03-2010… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Winters Road Bridge at Putah Creek replacement	Federal Highway Administration	2008	2008-07-02	39877	40012	2009-10-02	211	Standard	bridge construction / maintenance	bridge construction / maintenance	10	TRUE	283	0.5	0.5	0.5	73	formal	No
81420-2009-F-0280	1.0	36.318600000000004	-119.67192	5.0	0.03	2010-09-01T00:00:00Z	2010-09-01T00:00:00Z	1.0	1994-05-01	03-2007; 06-2009; 09-2009; 09-2010	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 198 and Avenue 12 Interchange Project, Hanford, Kings County, CA	California Dept. of Transportation District 6	2009	2008-12-08	39790	39925	2009-01-12	35	Programmatic Project-Level	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
42910-2009-FE-0037	1.0	35.37269	-82.75215	1.0	NA	2013-11-01T00:00:00Z	2013-11-01T00:00:00Z	1.0	1994-03-01	10-2009; 10-2010; 11-2013; 10-2015	NA	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	09-056 Pink Beds Emergency Prescribed Burn	Forest Service	2009	2008-12-05	39787	40221	2010-02-02	424	Standard	fire - prescribed burn	fire	NA	TRUE	257	1.0	1.0	1.0	18	formal	Yes
